,User-ID,ISBN,Book-Rating
245,276854,0843946415,0
246,276856,2010173929,0
247,276856,20103389,0
248,276856,2012003494,0
249,276856,2013218826,0
250,276856,2013220162,0
251,276856,207033015X,0
252,276856,2070332985,0
253,276856,2203142278,0
254,276856,2205040561,0
255,276856,221096900X,0
256,276856,2253005274,0
257,276856,2723402983,0
258,276856,2747002748,0
259,276856,2800108584,0
260,276856,2800134259,0
261,276856,2800134267,0
262,276856,2800135522,0
263,276856,2800135565,0
264,276856,2800135719,0
265,276856,2800135727,0
266,276856,2803616998,0
267,276856,2907572458,0
268,276857,8439598459,6
269,276859,014014899X,0
270,276859,0140252517,6
271,276859,0140269967,0
272,276859,0140328742,0
273,276859,0140366830,0
274,276859,0140367446,0
275,276859,0425131378,0
276,276859,0517642689,7
277,276859,0600571165,0
278,276859,077104450X,8
279,276859,0789706032,8
280,276859,0836218833,10
281,276859,0836220889,10
282,276859,088365721X,9
283,276859,1559712252,6
284,276859,1567616089,8
285,276859,2890510328,0
286,276859,3257227264,0
287,276861,0141011904,9
288,276861,342313075X,0
289,276861,3423201509,10
290,276861,3423206616,8
291,276861,344242529,9
292,276861,3446200452,8
293,276861,349223903X,6
294,276861,3499231603,9
295,276861,360893541X,9
296,276861,3608935428,9
297,276861,3608935436,9
298,276861,3704320196,6
299,276861,3886807843,8
300,276862,0345423402,0
301,276862,1569312435,9
302,276862,1892213141,8
303,276863,8530805461,10
304,276866,3257218516,3
305,276866,3404126343,8
306,276866,3404131606,0
307,276866,3404139178,9
308,276866,3404143299,7
309,276866,3404614542,0
310,276866,340645724X,3
311,276866,3426192543,5
312,276866,3426702266,0
313,276866,3442421357,0
314,276866,3442443806,4
315,276866,345309221X,8
316,276866,3453108361,7
317,276866,3453126912,0
318,276866,3453130901,5
319,276866,3453132262,0
320,276866,3596129389,0
321,276866,3596237874,0
322,276866,3596247500,0
323,276866,3809410357,5
324,276869,0345249372,0
325,276869,044020562X,0
326,276870,9026935722,6
327,276872,0425167097,8
328,276872,042518109X,8
329,276872,0425188221,7
330,276872,8500010452,4
331,276872,8501023450,3
332,276872,8571648972,10
333,276872,8588615126,8
334,276872,8589885291,8
335,276873,009975181X,7
336,276875,00273755,7
337,276875,014366020444,8
338,276875,0688172377,0
339,276875,8481305464,0
340,276875,8496075850,8
341,276875,8804321008,0
342,276875,8804375299,0
343,276875,8804407808,6
344,276875,8804464895,7
345,276875,8804510579,0
346,276875,8804512652,0
347,276875,8806144146,0
348,276875,8806155873,0
349,276875,8807700735,0
350,276875,8807806746,0
351,276875,8807810751,7
352,276875,880781112X,6
353,276875,8807812495,0
354,276875,8807813157,0
355,276875,8807816059,0
356,276875,8817106100,6
357,276875,8817112917,8
358,276875,8817877028,0
359,276875,8820024381,0
360,276875,883041915X,0
361,276875,8831760122,0
362,276875,8833908488,4
363,276875,8838910987,8
364,276875,8842806978,0
365,276875,8845219747,0
366,276875,8845249689,0
367,276875,8846200624,8
368,276875,88741800047,8
369,276875,8876846565,7
370,276875,8877825200,2
371,276875,8879285513,6
372,276875,8879285645,6
373,276875,8879832905,0
374,276875,8881110288,0
375,276875,888634712X,0
376,276875,8887432252,8
377,276875,8888424121,8
378,276878,0449210197,6
379,276879,8817151068,7
380,276884,0151446474,0
381,276884,8433967606,0
382,276884,8496280012,7
383,276884,899792145,0
384,276884,B158991965,6
385,276887,0064430227,5
386,276887,0671723650,0
387,276887,0812533550,9
388,276888,8806162160,6
389,276888,884590184X,0
390,276889,0446613843,0
391,276890,0140270272,0
392,276896,0440241537,10
393,276904,0099460343,0
394,276904,0375901582,10
395,276904,0439317746,5
396,276904,0440228840,10
397,276904,0440414121,10
398,276904,0738205737,5
399,276904,1566911605,0
400,276905,0060542845,8
401,276905,0449148831,5
402,276905,1551666308,0
403,276911,8420430943,8
404,276911,8420636282,9
405,276911,8432205311,9
406,276912,000225669X,6
407,276912,0099549611,6
408,276912,0701162767,0
409,276912,1852422580,0
410,276915,042513976X,7
411,276916,0441008291,8
412,276925,0006511929,0
413,276925,002542730X,10
414,276925,0060520507,0
415,276925,0060930934,0
416,276925,0060951303,0
417,276925,0099414732,7
418,276925,0140154078,6
419,276925,0140327592,0
420,276925,0140367616,0
421,276925,0141181222,0
422,276925,0151010633,0
423,276925,0192834312,0
424,276925,0194216748,5
425,276925,0240514866,0
426,276925,0316666343,0
427,276925,0345391810,0
428,276925,0375400699,0
429,276925,0385504209,8
430,276925,043527242X,0
431,276925,0439284031,0
432,276925,0439286182,0
433,276925,0439286239,0
434,276925,0449221148,0
435,276925,0451527747,0
436,276925,0486282112,0
437,276925,0486424499,0
438,276925,0553275283,8
439,276925,0582530431,9
440,276925,0590502123,0
441,276925,0595132189,0
442,276925,0613329740,0
443,276925,063403541X,6
444,276925,067172939X,0
445,276925,0671729438,0
446,276925,0671746502,0
447,276925,0679721851,0
448,276925,0679745580,0
449,276925,0691000980,0
450,276925,0747545111,0
451,276925,0749931434,0
452,276925,0754000117,0
453,276925,0804106304,0
454,276925,0812583566,0
455,276925,0843128240,0
456,276925,0879517344,0
457,276925,0971880107,0
458,276925,1400001625,0
459,276925,1400002672,8
460,276925,1853262404,0
461,276925,2061007074,0
462,276925,2266095536,0
463,276925,2290309494,0
464,276925,2742739351,0
465,276925,3522149904,0
466,276925,3775713328,0
467,276925,8401009421,0
468,276925,8401327199,0
469,276925,8401462231,0
470,276925,840149236X,5
471,276925,8408011200,0
472,276925,8420427462,0
473,276925,8420432113,5
474,276925,8420444367,9
475,276925,8420789895,0
476,276925,8422655500,9
477,276925,8422657104,9
478,276925,842265783X,0
479,276925,8422693445,0
480,276925,8423325105,0
481,276925,8423662152,0
482,276925,8423951537,0
483,276925,8423970647,0
484,276925,8423976645,8
485,276925,8426109799,8
486,276925,8427007450,0
487,276925,8429712372,0
488,276925,8429714936,0
489,276925,842975295,0
490,276925,8429753419,0
491,276925,8432227706,0
492,276925,8434830809,0
493,276925,8434840391,0
494,276925,8440627203,0
495,276925,8440696833,0
496,276925,8445071572,0
497,276925,8447306194,0
498,276925,8447312054,0
499,276925,8449416078,0
500,276925,8472453723,0
501,276925,8473068971,0
502,276925,8474104823,4
503,276925,8474263123,0
504,276925,8475071163,0
505,276925,8475961290,0
506,276925,8476722338,0
507,276925,8478809783,0
508,276925,8482180088,0
509,276925,8483221306,0
510,276925,8489163499,0
511,276925,8495501090,0
512,276925,8495501198,0
513,276925,8496077152,0
514,276925,8496077209,0
515,276925,8496246140,0
516,276925,8497931467,0
517,276925,950491036X,10
518,276925,9508521481,0
519,276925,9871138016,0
520,276927,0460010239,0
521,276927,0749336145,10
522,276927,1899344705,5
523,276928,0439135494,0
524,276928,059030271X,5
525,276928,0590453661,0
526,276928,0590470108,7
527,276928,0590483404,0
528,276928,0671021354,10
529,276928,0671026283,10
530,276928,0671027506,10
531,276928,0671727109,0
532,276929,0060964049,0
533,276929,0380807343,0
534,276929,0439064864,0
535,276929,2.02.032126.2,0
536,276929,2.264.03602.8,0
537,276929,2020058863,0
538,276929,2020062399,0
539,276929,2020101653,10
540,276929,202011528X,5
541,276929,20202006935,8
542,276929,20203119888,8
543,276929,2020386666,0
544,276929,2020564777,6
545,276929,2020591944,0
546,276929,2070365832,0
547,276929,2070378411,0
548,276929,2070386023,5
549,276929,2070394956,5
550,276929,2070404587,10
551,276929,2070404706,8
552,276929,2070404722,0
553,276929,2070406962,0
554,276929,2070408450,0
555,276929,2070425770,0
556,276929,2070725804,0
557,276929,2080680692,0
558,276929,2226070109,0
559,276929,2226126570,0
560,276929,2226135022,0
561,276929,2253030570,8
562,276929,2253049417,0
563,276929,2253050407,0
564,276929,2253055972,0
565,276929,225307659X,0
566,276929,2253171670,8
567,276929,2253172367,8
568,276929,2264010991,5
569,276929,2264013257,0
570,276929,2264018194,3
571,276929,2264024674,5
572,276929,226402593X,3
573,276929,2264027568,5
574,276929,2264029463,0
575,276929,226403114,5
576,276929,2264031158,6
577,276929,2264033282,0
578,276929,226403601X,0
579,276929,2264036036,10
580,276929,2266040820,0
581,276929,2266047280,7
582,276929,226604960,8
583,276929,22660861003,6
584,276929,2266096451,0
585,276929,2266102028,0
586,276929,2266102621,10
587,276929,2266104535,2
588,276929,2266105698,8
589,276929,2266121367,0
590,276929,2277302228,0
591,276929,2290303488,0
592,276929,2290308285,0
593,276929,2290312924,0
594,276929,2290315524,0
595,276929,2290321559,0
596,276929,2702424131,8
597,276929,2742724028,5
598,276929,2742724613,6
599,276929,2742729038,0
600,276929,2743602295,5
601,276929,2841469824,0
602,276929,2842611462,3
603,276929,2868696627,0
604,276929,2869304129,7
605,276929,2869304560,5
606,276929,2869304870,0
607,276929,2869305583,6
608,276929,2895400644,0
609,276929,2907572121,0
610,276929,290757213X,0
611,276934,1566190096,10
612,276936,0749317256,0
613,276936,3453150538,0
614,276936,3492224628,0
615,276936,3492224768,6
616,276936,3596122279,5
617,276936,3596147700,3
618,276939,0060011939,0
619,276939,0099283697,0
620,276939,0140187758,0
621,276939,0316154601,0
622,276939,059035342X,0
623,276939,0713628944,6
624,276939,0752844040,0
625,276939,0971880107,0
626,276939,1853260665,7
627,276939,2070414256,7
628,276939,2070419657,7
629,276939,2253063339,9
630,276939,2253137243,9
631,276939,2253144452,9
632,276939,2253152072,9
633,276939,2264027134,0
634,276939,226612269X,9
635,276939,2290318329,0
636,276939,2702400612,7
637,276939,2702401694,9
638,276939,2878580753,10
639,276939,8408040383,0
640,276939,8423310353,8
641,276939,844140321X,0
642,276939,8484601072,0
643,276943,0330373269,0
644,276946,8882461327,0
645,276949,349202436X,8
646,276950,8807813858,0
647,276953,0140182551,8
648,276953,0446310786,10
649,276953,0886776783,7
650,276954,0971880107,0
651,276954,3257008155,0
652,276954,329300301X,0
653,276954,3419528078,8
654,276954,3423118709,10
655,276954,3440054594,0
656,276954,3442723078,0
657,276954,3453034120,10
658,276954,3480204015,0
659,276954,3492238882,0
660,276954,3499121808,0
661,276954,3499153629,0
662,276954,3502513333,0
663,276954,3502517371,0
664,276954,3502551685,0
665,276954,3596119502,0
666,276954,3596221234,0
667,276954,3596850185,0
668,276954,3772402542,0
669,276954,3772420176,7
670,276954,3794170180,0
671,276954,3806852456,8
672,276954,3808572612,0
673,276954,3821812028,0
674,276954,3922708072,0
675,276954,7321578936,0
676,276957,0312966970,6
677,276959,680ISBN359623,6
678,276963,0340818182,0
679,276964,0061096261,0
680,276964,0312169817,6
681,276964,0312864590,0
682,276964,0345348664,0
683,276964,0345348672,10
684,276964,0345354621,10
685,276964,0345385764,0
686,276964,0345435036,10
687,276964,0385264356,10
688,276964,0425104273,9
689,276964,0425172546,0
690,276964,0440218667,5
691,276964,0440220602,9
692,276964,0446522856,0
693,276964,0451180054,0
694,276964,0451198514,0
695,276964,0515131520,6
696,276964,0517093715,0
697,276964,0553266306,0
698,276964,0684867621,8
699,276964,0765342987,0
700,276964,0812550153,5
701,276964,0812550307,10
702,276964,0843949163,8
703,276964,0886773741,7
704,276964,0886774802,8
705,276964,0886774829,8
706,276964,0886775426,9
707,276964,0886775957,10
708,276964,0886777178,7
709,276964,1572971835,0
710,276965,9722900684,9
711,276975,3499221489,0
712,276981,2422614189,0
713,276984,0345425596,0
714,276984,0590259970,9
715,276984,0590260251,9
716,276984,0590417827,0
717,276984,0590426702,10
718,276984,0590436422,9
719,276984,0590436449,9
720,276984,0590436457,0
721,276984,0590436465,9
722,276984,0590436481,9
723,276984,059043649X,9
724,276984,0590436503,0
725,276984,0590442589,10
726,276984,0590442988,0
727,276984,0590442996,10
728,276984,0590448234,9
729,276984,0590448595,9
730,276984,0590456458,0
731,276984,0590456504,9
732,276984,0590470485,9
733,276984,0590483056,0
734,276986,0060930187,10
735,276986,0375760911,10
736,276986,0689817851,10
737,276986,0874869870,10
738,276988,0061081450,7
739,276988,0061083259,7
740,276988,0061087017,7
741,276988,0061094404,8
742,276988,0312925689,0
743,276988,0440295653,0
744,276988,0671793489,8
745,276988,0684845768,0
746,276988,0701169176,0
747,276989,0312244266,0
748,276990,880701601X,7
749,276990,8817134899,9
750,276992,0099268345,7
751,276994,3100970616,10
752,276994,3257062354,8
753,276994,3257228317,0
754,276994,3423128879,4
755,276994,3423202327,6
756,276994,342677609X,5
757,276994,3442054753,0
758,276994,3442727073,9
759,276994,3453132041,4
760,276994,3478387507,2
761,276994,3492045170,7
762,276994,3492230814,6
763,276994,3499101505,0
764,276994,3545202461,9
765,276994,3548359698,6
766,276994,3550075359,6
767,276994,3596154766,2
768,276994,3596214629,8
769,276997,0671011367,0
770,276998,0618045996,8
771,276998,3822858617,7
772,277002,0864425589,6
773,277007,8817860751,7
774,277009,0452282101,9
775,277010,0671025368,0
776,277010,3257060580,10
777,277012,0553581112,9
778,277012,0805047379,5
779,277012,0892964456,10
780,277018,0373250223,7
781,277018,0451097009,7
782,277018,0451179994,8
783,277019,9681500830,0
784,277022,8432087653,0
785,277023,0553140779,6
786,277028,0425182150,10
787,277031,1883473004,8
788,277032,0061007129,8
789,277035,0061000027,0
790,277036,0812511816,9
791,277036,0833531654,0
792,277036,0880381736,9
793,277036,0880381744,10
794,277040,0722536283,0
795,277042,0060505885,0
796,277042,0061097101,0
797,277042,0299164942,0
798,277042,0312283709,8
799,277042,0312983271,0
800,277042,0380731851,0
801,277042,0446605484,7
802,277042,0446611212,8
803,277042,0451188454,0
804,277042,0451207955,7
805,277042,0609804138,9
806,277042,0671003755,0
807,277042,067104754X,0
808,277042,0743407067,0
809,277042,074343627X,8
810,277042,0786013230,0
811,277042,0812509560,0
812,277042,0971880107,2
813,277048,3426615355,7
814,277048,3442435838,0
815,277048,3442455707,0
816,277051,0075536498,8
817,277051,0099287692,6
818,277051,0099845008,5
819,277051,0330262130,10
820,277051,0385720920,10
821,277051,0393319296,0
822,277051,0553262505,7
823,277051,06514251,0
824,277051,0805062971,0
825,277051,3257228007,0
826,277051,3442430496,9
827,277051,3442446325,8
828,277051,3453171500,7
829,277051,3464371506,3
830,277052,9513098648,8
831,277053,0590108395,6
832,277056,3442451353,7
833,277058,8425330866,5
834,277058,8481301213,6
835,277064,0460905589,0
836,277065,0816704627,4
837,277072,1573229571,9
838,277073,0060595183,0
839,277074,9782922145441,5
840,277075,2830207904,0
841,277079,3499263998,4
842,277085,0434009407,8
843,277085,1841193887,8
844,277087,0375700668,0
845,277087,457871971,8
846,277087,840149768X,10
847,277087,8401499917,5
848,277087,8402007287,0
849,277087,8420600369,7
850,277087,8420603066,9
851,277087,8423918335,6
852,277087,8426105084,9
853,277087,8426429807,10
854,277087,843223138X,8
855,277087,8437608570,6
856,277087,8440630921,9
857,277087,8440630922,9
858,277087,8470394126,5
859,277087,8471662531,7
860,277087,8472230082,5
861,277087,8474541913,8
862,277087,8478091351,10
863,277090,3426193310,5
864,277094,0064404773,10
865,277096,0064407667,7
866,277102,0552545228,0
867,277107,006054094X,8
868,277107,0375706038,10
869,277107,081297106X,10
870,277107,0843951826,5
871,277107,1400032628,8
872,277107,1585861553,4
873,277109,0066210151,0
874,277109,0385334141,5
875,277109,0425191184,5
876,277109,0671027343,0
877,277109,0751503894,5
878,277109,3714500799,0
879,277114,0385503822,0
880,277116,3548208975,8
881,277123,0399138684,0
882,277124,0425189864,9
883,277124,0440236053,9
884,277124,0440241073,9
885,277124,0553586122,5
886,277128,0099935708,6
887,277128,0140118608,8
888,277128,0552998249,0
889,277129,3518408127,7
890,277134,1586609726,6
891,277135,0865472807,8
892,277139,0312960344,8
893,277139,055358068X,0
894,277139,0792270142,0
895,277142,0688174590,0
896,277143,0061097101,0
897,277143,031286504X,10
898,277143,0345342968,9
899,277143,0345446860,0
900,277143,0375756981,0
901,277143,0553382411,0
902,277143,0671027662,0
903,277143,0767903382,8
904,277149,3785527195,0
905,277155,1558744592,0
906,277157,0060002484,0
907,277157,0060094117,0
908,277157,0312253397,0
909,277157,0312331754,7
910,277157,0312874243,0
911,277157,0312979517,5
912,277157,0316152196,0
913,277157,0316154059,5
914,277157,0316287555,0
915,277157,034541389X,0
916,277157,0345450175,6
917,277157,0345452550,7
918,277157,0375727981,5
919,277157,0380731851,0
920,277157,0380975017,0
921,277157,0385305389,4
922,277157,0393045390,0
923,277157,0394543289,5
924,277157,0399135804,7
925,277157,0399138188,0
926,277157,0399141340,8
927,277157,0399146466,6
928,277157,0399146504,7
929,277157,0399146687,7
930,277157,0399147101,7
931,277157,0399147144,0
932,277157,0399147322,0
933,277157,0399147624,5
934,277157,0399148337,6
935,277157,0399148450,0
936,277157,0399148639,6
937,277157,0399148728,8
938,277157,0399149783,0
939,277157,0399150811,5
940,277157,0399150870,0
941,277157,0399151451,7
942,277157,0399151478,0
943,277157,039915177X,7
944,277157,0399151885,0
945,277157,0425183181,5
946,277157,0440111323,0
947,277157,0440122147,0
948,277157,0440221463,0
949,277157,0441005470,0
950,277157,0446519480,0
951,277157,0449221512,0
952,277157,055358295X,0
953,277157,0670894184,0
954,277157,0671024094,7
955,277157,0679450408,6
956,277157,0684801663,6
957,277157,0684846608,5
958,277157,0684871726,0
959,277157,0743201604,0
960,277157,074320607X,7
961,277157,0743407377,6
962,277157,0743486226,7
963,277157,0804109990,6
964,277157,0812571118,5
965,277157,0971880107,0
966,277159,0969691319,10
967,277165,8475251471,7
968,277168,0380724987,0
969,277168,0380726246,0
970,277168,0380816059,0
971,277168,0399139419,0
972,277168,0425175405,0
973,277168,0425182932,0
974,277168,0440225701,0
975,277168,0446602485,0
976,277168,0446603406,0
977,277168,0451091949,0
978,277168,0553095439,0
979,277168,0553227041,0
980,277168,0553263226,0
981,277168,0553295098,0
982,277168,0553564994,0
983,277168,067102423X,0
984,277168,0671032658,4
985,277168,0671653849,0
986,277168,0722509049,0
987,277168,0812500067,0
988,277168,0812516001,0
989,277168,0812568710,5
990,277168,0843921609,6
991,277168,0890875588,0
992,277168,1557730091,0
993,277168,1558172882,0
994,277170,0425178102,0
995,277170,0446609404,0
996,277170,0446610038,0
997,277170,0451178017,0
998,277170,0553211056,9
999,277170,0553285920,9
1000,277170,0871312549,0
1001,277171,0020259700,7
1002,277171,0345404114,0
1003,277171,0375724400,0
1004,277171,0385422598,9
1005,277171,0385479565,0
1006,277171,0425156028,0
1007,277171,0446362220,0
1008,277171,0449130282,0
1009,277171,0449213013,0
1010,277171,0449213730,8
1011,277171,0449224449,8
1012,277171,0451173139,7
1013,277171,0486282406,10
1014,277171,0553299506,0
1015,277171,0553575937,0
1016,277171,0553580930,9
1017,277171,0679737456,0
1018,277171,0804102511,9
1019,277171,080410946X,8
1020,277171,0804114986,0
1021,277171,0881503274,0
1022,277176,8481302201,0
1023,277179,0440414806,10
1024,277179,0679767800,7
1025,277180,0060527161,0
1026,277180,0140244328,0
1027,277183,0451198948,0
1028,277186,0006514219,0
1029,277186,0006542379,0
1030,277186,0006543545,7
1031,277186,0006550983,0
1032,277186,0141011947,6
1033,277186,0340734043,8
1034,277186,0340770015,5
1035,277186,0349105227,7
1036,277186,0571152236,4
1037,277186,0571176151,0
1038,277187,0060390174,0
1039,277187,0060976683,0
1040,277187,0061043567,0
1041,277187,006250794X,0
1042,277187,0312977263,0
1043,277187,0375708413,0
1044,277187,038081093X,0
1045,277187,038528859X,0
1046,277187,0399141650,0
1047,277187,0425144690,0
1048,277187,0425147762,0
1049,277187,0440224705,0
1050,277187,0446310735,0
1051,277187,0452269865,0
1052,277187,0515115649,0
1053,277187,0515129941,0
1054,277187,0553249657,0
1055,277187,0553281089,0
1056,277187,0671042858,0
1057,277187,0671782908,0
1058,277187,0679425233,0
1059,277187,0679433090,0
1060,277187,0679745203,9
1061,277187,0679767851,0
1062,277187,0743223543,0
1063,277187,0786701420,0
1064,277187,0804106126,0
1065,277187,080505622X,0
1066,277187,0887307302,0
1067,277187,1564141330,0
1068,277187,1578630037,0
1069,277187,1880323818,0
1070,277187,1929590059,0
1071,277187,345251547,0
1072,277187,449003800,0
1073,277187,44901766125,0
1074,277187,671781383,0
1075,277188,0140254188,8
1076,277188,0385510500,0
1077,277188,0525945636,4
1078,277188,0743422732,0
1079,277188,0789401487,0
1080,277189,074341232X,8
1081,277195,0020847459,0
1082,277195,0060196076,0
1083,277195,0060391626,10
1084,277195,0060502258,0
1085,277195,0060908548,0
1086,277195,0060911271,0
1087,277195,0060914548,0
1088,277195,0060960930,0
1089,277195,0060987561,0
1090,277195,0062500279,0
1091,277195,0062500295,0
1092,277195,006251170X,0
1093,277195,015644450X,0
1094,277195,0156799804,0
1095,277195,031214816X,0
1096,277195,0312204809,0
1097,277195,031284879X,0
1098,277195,0316666343,0
1099,277195,0316734837,0
1100,277195,0330332775,10
1101,277195,0345353404,0
1102,277195,0345384202,0
1103,277195,0345413881,0
1104,277195,0345459407,0
1105,277195,0375406328,0
1106,277195,0375724672,0
1107,277195,037582233X,0
1108,277195,0385149514,0
1109,277195,0385423446,0
1110,277195,0385475721,0
1111,277195,0385483503,0
1112,277195,0385729332,0
1113,277195,0394569652,0
1114,277195,0394726413,0
1115,277195,0394757572,0
1116,277195,0399142789,0
1117,277195,042511774X,0
1118,277195,0440174953,9
1119,277195,0440214424,0
1120,277195,0440236673,0
1121,277195,0446604801,0
1122,277195,0446605484,0
1123,277195,0446606189,0
1124,277195,0446606383,0
1125,277195,0446609323,0
1126,277195,0449134482,0
1127,277195,0449223345,0
1128,277195,0451195825,0
1129,277195,051730984X,0
1130,277195,0553251996,0
1131,277195,055326611X,10
1132,277195,0553268880,0
1133,277195,0553273604,0
1134,277195,0553347756,10
1135,277195,0553379615,10
1136,277195,0553572997,0
1137,277195,0618093974,0
1138,277195,0670869902,10
1139,277195,0671010115,0
1140,277195,0671021001,10
1141,277195,0671256181,0
1142,277195,0671510053,0
1143,277195,0671647458,10
1144,277195,0679435506,0
1145,277195,0679455876,0
1146,277195,0679459618,0
1147,277195,0679723285,0
1148,277195,0679741666,0
1149,277195,0679745203,0
